0.000000000000000000e+00,4.256530973431040366e+03,1.821289223102384858e+04,5.357445452618044328e+03,2.519494482318247719e+03,6.231662004277475717e+03,1.181075313239780189e+04,1.839761531950394556e+03,1.268073779276619462e+04,4.836722983016959006e+03,4.836722983016959006e+03,1.125267868460167483e+04,5.149244873226022719e+03,1.693943452093041060e+03,2.553537795773627749e+03,1.779591101598592559e+03,3.157442758872371996e+03,1.846929081216497707e+03,7.452255458509785967e+03,8.310719390909820504e+03,1.016881130833120187e+04,4.254186671278102040e+03,2.746411826163166097e+03,2.649318613866174928e+03,7.054391883705420696e+03,1.215172603688692470e+04,7.100547737244564814e+03,3.736048159188769660e+03,1.156163440800843273e+04,8.941321101368512245e+03
4.256530973431040366e+03,0.000000000000000000e+00,2.185132212679335498e+04,9.599088498394001363e+03,1.749240876279458917e+03,9.916680705648328512e+03,8.187269926809818571e+03,4.533823570061420469e+03,1.240820738015322058e+04,2.445687873471278181e+03,2.445687873471278181e+03,1.148667099288949248e+04,6.414783290095535449e+03,5.430495189104663950e+03,3.004117550037689398e+03,2.477453920638867658e+03,2.129488766764874981e+03,2.414211226069552140e+03,1.020246433117454762e+04,5.770133865768532814e+03,1.016806004107415356e+04,4.516257429874831075e+01,2.212904107477072102e+03,3.056550343115584838e+03,1.016881130833120187e+04,8.551104556007825522e+03,1.005773616200208926e+04,9.823441352194249703e+02,1.172558932757279035e+04,1.037899861429587145e+04
1.821289223102384858e+04,2.185132212679335498e+04,0.000000000000000000e+00,1.459918187498494444e+04,2.025308157629549896e+04,1.747379787707552168e+04,2.993808426298813720e+04,1.940098080221146301e+04,2.890491113180903267e+04,2.303921778181233822e+04,2.303921778181233822e+04,2.709198321012652741e+04,2.183158394271423094e+04,1.662344394515702515e+04,1.888126643998695727e+04,1.968660712261003209e+04,2.135667996128819868e+04,1.981063914951842526e+04,2.037670238286853055e+04,2.649436527467261112e+04,2.654370090563442864e+04,2.182774974235070840e+04,2.094039159137192473e+04,2.081992903827697955e+04,1.933737022911279200e+04,3.029030834142975436e+04,1.976850746358403558e+04,2.095750331835566976e+04,2.742726243079643973e+04,2.368539164609462387e+04
5.357445452618044328e+03,9.599088498394001363e+03,1.459918187498494444e+04,0.000000000000000000e+00,7.874877984022792589e+03,3.331374465258715645e+03,1.659358976214744325e+04,5.574171553194647458e+03,1.435041614410149487e+04,9.675082506854627354e+03,9.675082506854627354e+03,1.256858956362601748e+04,7.309145746179159687e+03,4.751432533340748705e+03,7.541919821533799222e+03,7.131171759177370404e+03,8.142924659959575365e+03,7.185641419113553638e+03,6.191616199255965512e+03,1.259855593744334328e+04,1.195297502209759114e+04,9.599430505405895019e+03,7.791198708728257770e+03,7.294518489934754143e+03,5.217491926629541013e+03,1.690529173773046205e+04,5.581716159430218795e+03,9.083088681720551904e+03,1.290556515457145360e+04,9.270532762228693173e+03
2.519494482318247719e+03,1.749240876279458917e+03,2.025308157629549896e+04,7.874877984022792589e+03,0.000000000000000000e+00,8.418321639941428657e+03,9.693225115208937495e+03,3.123393065900814690e+03,1.250282266144724235e+04,3.086728062871314705e+03,3.086728062871314705e+03,1.135555257808261376e+04,5.695014952629434447e+03,3.715667575765997299e+03,1.755293723032497383e+03,7.459214811763016542e+02,1.698954220544562759e+03,7.176973413048464181e+02,9.051963190163789477e+03,6.729650542240129653e+03,1.010914747793664537e+04,1.743152132269176263e+03,1.423057776789209356e+03,2.153210519955471227e+03,8.882627702827761823e+03,1.004926764612756233e+04,8.827977459590798389e+03,1.296580619648052561e+03,1.162757625004767942e+04,9.737258602229445387e+03
6.231662004277475717e+03,9.916680705648328512e+03,1.747379787707552168e+04,3.331374465258715645e+03,8.418321639941428657e+03,0.000000000000000000e+00,1.555057159267429779e+04,5.383565493136391524e+03,1.148700951964628621e+04,9.151699870455153359e+03,9.151699870455153359e+03,9.650287795420632392e+03,5.413665862323689907e+03,6.531313525964320434e+03,8.777259094893397560e+03,7.717260600685252030e+03,7.990150186323157868e+03,7.707961779329137244e+03,2.937166023378467344e+03,1.129053195198919457e+04,9.242714863550043447e+03,9.932120632728956480e+03,7.762105239488117149e+03,7.010567449770225721e+03,1.917825671025507518e+03,1.581810671351031124e+04,2.320500356484444637e+03,9.714879803568226635e+03,9.982707280537124461e+03,6.213001560258758218e+03
1.181075313239780189e+04,8.187269926809818571e+03,2.993808426298813720e+04,1.659358976214744325e+04,9.693225115208937495e+03,1.555057159267429779e+04,0.000000000000000000e+00,1.103097910432251774e+04,1.055559348170964040e+04,7.000714249274855320e+03,7.000714249274855320e+03,1.094481097100863735e+04,1.023101216183205906e+04,1.332837408955462706e+04,1.118928058455949213e+04,1.025335988970336439e+04,8.659548336309975639e+03,1.013166194647888915e+04,1.428538489498192575e+04,4.317438735587979863e+03,9.778732526025829429e+03,8.217584659584110341e+03,9.065808785639468624e+03,9.361653436997357858e+03,1.482349863613700290e+04,3.689324042272382940e+02,1.449722197855698141e+04,9.145566624569766645e+03,1.096069993273949149e+04,1.235520583352980429e+04
1.839761531950394556e+03,4.533823570061420469e+03,1.940098080221146301e+04,5.574171553194647458e+03,3.123393065900814690e+03,5.383565493136391524e+03,1.103097910432251774e+04,0.000000000000000000e+00,1.087296589027626032e+04,4.107614879708174158e+03,4.107614879708174158e+03,9.418849223292145325e+03,3.310001657938490098e+03,3.391369836970179676e+03,4.002811511925086961e+03,2.505105941427984817e+03,2.674000364414503565e+03,2.454551530876551169e+03,5.975063878133668368e+03,7.160152118185449581e+03,8.354406677649560152e+03,4.549920912217279692e+03,2.397510310254741398e+03,1.744913288517357159e+03,5.760811070982587808e+03,1.134828672879254191e+04,5.718415643826141604e+03,4.402335311450558038e+03,9.729822410278387906e+03,7.142147952744248869e+03
1.268073779276619462e+04,1.240820738015322058e+04,2.890491113180903267e+04,1.435041614410149487e+04,1.250282266144724235e+04,1.148700951964628621e+04,1.055559348170964040e+04,1.087296589027626032e+04,0.000000000000000000e+00,9.970651286205482393e+03,9.970651286205482393e+03,1.856071119327058568e+03,7.633060336166321576e+03,1.425780488013495051e+04,1.415652569775193842e+04,1.242342093981274229e+04,1.081698759426321885e+04,1.228724943112539586e+04,8.715535283491070004e+03,7.739096228601601979e+03,2.524601112167136762e+03,1.245276449417984077e+04,1.108575157297770784e+04,1.050132263616773525e+04,9.730421965955822088e+03,1.055172439862055944e+04,9.283737301084924184e+03,1.313342848074671019e+04,1.540652762810475679e+03,5.344207663858548585e+03
4.836722983016959006e+03,2.445687873471278181e+03,2.303921778181233822e+04,9.675082506854627354e+03,3.086728062871314705e+03,9.151699870455153359e+03,7.000714249274855320e+03,4.107614879708174158e+03,9.970651286205482393e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.107810961537961703e+03,4.626043360751769796e+03,6.425643095528348567e+03,4.825971404805461134e+03,3.445004453956160887e+03,1.682590576726521249e+03,3.306049339881123160e+03,8.764068019919615836e+03,3.646497573776179706e+03,7.772404848922598831e+03,2.490666460494481726e+03,2.098941542248802762e+03,2.383391573880473970e+03,8.954483671075377060e+03,7.334128767542120841e+03,8.750777742324138671e+03,3.262114223083622619e+03,9.334002910624976721e+03,8.333933296402658016e+03
4.836722983016959006e+03,2.445687873471278181e+03,2.303921778181233822e+04,9.675082506854627354e+03,3.086728062871314705e+03,9.151699870455153359e+03,7.000714249274855320e+03,4.107614879708174158e+03,9.970651286205482393e+03,0.000000000000000000e+00,0.000000000000000000e+00,9.107810961537961703e+03,4.626043360751769796e+03,6.425643095528348567e+03,4.825971404805461134e+03,3.445004453956160887e+03,1.682590576726521249e+03,3.306049339881123160e+03,8.764068019919615836e+03,3.646497573776179706e+03,7.772404848922598831e+03,2.490666460494481726e+03,2.098941542248802762e+03,2.383391573880473970e+03,8.954483671075377060e+03,7.334128767542120841e+03,8.750777742324138671e+03,3.262114223083622619e+03,9.334002910624976721e+03,8.333933296402658016e+03
1.125267868460167483e+04,1.148667099288949248e+04,2.709198321012652741e+04,1.256858956362601748e+04,1.135555257808261376e+04,9.650287795420632392e+03,1.094481097100863735e+04,9.418849223292145325e+03,1.856071119327058568e+03,9.107810961537961703e+03,9.107810961537961703e+03,0.000000000000000000e+00,6.117483985721214594e+03,1.276753695902228355e+04,1.293273185646060665e+04,1.118785299187372038e+04,9.712820776913593363e+03,1.105889027265807272e+04,6.860919909004752299e+03,7.520878316762979011e+03,1.361473832122951535e+03,1.152983372592623891e+04,9.933556999271597306e+03,9.267296111535924865e+03,7.878416392623303182e+03,1.100275213818998964e+04,7.432100073031550892e+03,1.212051747116800470e+04,3.370625395317048856e+02,3.488393453216602211e+03
5.149244873226022719e+03,6.414783290095535449e+03,2.183158394271423094e+04,7.309145746179159687e+03,5.695014952629434447e+03,5.413665862323689907e+03,1.023101216183205906e+04,3.310001657938490098e+03,7.633060336166321576e+03,4.626043360751769796e+03,4.626043360751769796e+03,6.117483985721214594e+03,0.000000000000000000e+00,6.651837739719422643e+03,7.055041500626026391e+03,5.344207669783967503e+03,4.312803906844001176e+03,5.235320668616865987e+03,4.225090435455529587e+03,5.926634795564848901e+03,5.108815909777920751e+03,6.449378532580188221e+03,4.370513567966329902e+03,3.549687019849622629e+03,4.615342853040406226e+03,1.047888084715580953e+04,4.324510327321598197e+03,6.741743942696793056e+03,6.432728814430155580e+03,4.042448402199397151e+03
1.693943452093041060e+03,5.430495189104663950e+03,1.662344394515702515e+04,4.751432533340748705e+03,3.715667575765997299e+03,6.531313525964320434e+03,1.332837408955462706e+04,3.391369836970179676e+03,1.425780488013495051e+04,6.425643095528348567e+03,6.425643095528348567e+03,1.276753695902228355e+04,6.651837739719422643e+03,0.000000000000000000e+00,2.862205784200553808e+03,3.082432303843473164e+03,4.746460711355827698e+03,3.198975333242093257e+03,8.315981982771356343e+03,9.965788762338665038e+03,1.173613846184321483e+04,5.416806181460268817e+03,4.328843840770626230e+03,4.332371719842250968e+03,7.737104014781991282e+03,1.367700831521442342e+04,7.873337613462005720e+03,4.690800706583993815e+03,1.308422508808051862e+04,1.023810969195214784e+04
2.553537795773627749e+03,3.004117550037689398e+03,1.888126643998695727e+04,7.541919821533799222e+03,1.755293723032497383e+03,8.777259094893397560e+03,1.118928058455949213e+04,4.002811511925086961e+03,1.415652569775193842e+04,4.825971404805461134e+03,4.825971404805461134e+03,1.293273185646060665e+04,7.055041500626026391e+03,2.862205784200553808e+03,0.000000000000000000e+00,1.744913197777405912e+03,3.427503136233268378e+03,1.874897169907828356e+03,9.919957390925514119e+03,8.455783698484461638e+03,1.172363469814526252e+04,2.975572247053009505e+03,3.098745226342070055e+03,3.667954262861579082e+03,9.581376580406154972e+03,1.155232061011504811e+04,9.603963268128190975e+03,2.077190960033393822e+03,1.321654053584203029e+04,1.105189774965769720e+04
