0.000000000000000000e+00,4.256530973431040366e+03,1.821289223102384858e+04,5.357445452618044328e+03,2.519494482318247719e+03,6.231662004277475717e+03,1.181075313239780189e+04,1.839761531950394556e+03,1.268073779276619462e+04,4.836722983016959006e+03,1.125267868460167483e+04,5.149244873226022719e+03,1.693943452093041060e+03,2.553537795773627749e+03,1.779591101598592559e+03
4.256530973431040366e+03,0.000000000000000000e+00,2.185132212679335498e+04,9.599088498394001363e+03,1.749240876279458917e+03,9.916680705648328512e+03,8.187269926809818571e+03,4.533823570061420469e+03,1.240820738015322058e+04,2.445687873471278181e+03,1.148667099288949248e+04,6.414783290095535449e+03,5.430495189104663950e+03,3.004117550037689398e+03,2.477453920638867658e+03
1.821289223102384858e+04,2.185132212679335498e+04,0.000000000000000000e+00,1.459918187498494444e+04,2.025308157629549896e+04,1.747379787707552168e+04,2.993808426298813720e+04,1.940098080221146301e+04,2.890491113180903267e+04,2.303921778181233822e+04,2.709198321012652741e+04,2.183158394271423094e+04,1.662344394515702515e+04,1.888126643998695727e+04,1.968660712261003209e+04
5.357445452618044328e+03,9.599088498394001363e+03,1.459918187498494444e+04,0.000000000000000000e+00,7.874877984022792589e+03,3.331374465258715645e+03,1.659358976214744325e+04,5.574171553194647458e+03,1.435041614410149487e+04,9.675082506854627354e+03,1.256858956362601748e+04,7.309145746179159687e+03,4.751432533340748705e+03,7.541919821533799222e+03,7.131171759177370404e+03
2.519494482318247719e+03,1.749240876279458917e+03,2.025308157629549896e+04,7.874877984022792589e+03,0.000000000000000000e+00,8.418321639941428657e+03,9.693225115208937495e+03,3.123393065900814690e+03,1.250282266144724235e+04,3.086728062871314705e+03,1.135555257808261376e+04,5.695014952629434447e+03,3.715667575765997299e+03,1.755293723032497383e+03,7.459214811763016542e+02
6.231662004277475717e+03,9.916680705648328512e+03,1.747379787707552168e+04,3.331374465258715645e+03,8.418321639941428657e+03,0.000000000000000000e+00,1.555057159267429779e+04,5.383565493136391524e+03,1.148700951964628621e+04,9.151699870455153359e+03,9.650287795420632392e+03,5.413665862323689907e+03,6.531313525964320434e+03,8.777259094893397560e+03,7.717260600685252030e+03
1.181075313239780189e+04,8.187269926809818571e+03,2.993808426298813720e+04,1.659358976214744325e+04,9.693225115208937495e+03,1.555057159267429779e+04,0.000000000000000000e+00,1.103097910432251774e+04,1.055559348170964040e+04,7.000714249274855320e+03,1.094481097100863735e+04,1.023101216183205906e+04,1.332837408955462706e+04,1.118928058455949213e+04,1.025335988970336439e+04
1.839761531950394556e+03,4.533823570061420469e+03,1.940098080221146301e+04,5.574171553194647458e+03,3.123393065900814690e+03,5.383565493136391524e+03,1.103097910432251774e+04,0.000000000000000000e+00,1.087296589027626032e+04,4.107614879708174158e+03,9.418849223292145325e+03,3.310001657938490098e+03,3.391369836970179676e+03,4.002811511925086961e+03,2.505105941427984817e+03
1.268073779276619462e+04,1.240820738015322058e+04,2.890491113180903267e+04,1.435041614410149487e+04,1.250282266144724235e+04,1.148700951964628621e+04,1.055559348170964040e+04,1.087296589027626032e+04,0.000000000000000000e+00,9.970651286205482393e+03,1.856071119327058568e+03,7.633060336166321576e+03,1.425780488013495051e+04,1.415652569775193842e+04,1.242342093981274229e+04
4.836722983016959006e+03,2.445687873471278181e+03,2.303921778181233822e+04,9.675082506854627354e+03,3.086728062871314705e+03,9.151699870455153359e+03,7.000714249274855320e+03,4.107614879708174158e+03,9.970651286205482393e+03,0.000000000000000000e+00,9.107810961537961703e+03,4.626043360751769796e+03,6.425643095528348567e+03,4.825971404805461134e+03,3.445004453956160887e+03
1.125267868460167483e+04,1.148667099288949248e+04,2.709198321012652741e+04,1.256858956362601748e+04,1.135555257808261376e+04,9.650287795420632392e+03,1.094481097100863735e+04,9.418849223292145325e+03,1.856071119327058568e+03,9.107810961537961703e+03,0.000000000000000000e+00,6.117483985721214594e+03,1.276753695902228355e+04,1.293273185646060665e+04,1.118785299187372038e+04
5.149244873226022719e+03,6.414783290095535449e+03,2.183158394271423094e+04,7.309145746179159687e+03,5.695014952629434447e+03,5.413665862323689907e+03,1.023101216183205906e+04,3.310001657938490098e+03,7.633060336166321576e+03,4.626043360751769796e+03,6.117483985721214594e+03,0.000000000000000000e+00,6.651837739719422643e+03,7.055041500626026391e+03,5.344207669783967503e+03
1.693943452093041060e+03,5.430495189104663950e+03,1.662344394515702515e+04,4.751432533340748705e+03,3.715667575765997299e+03,6.531313525964320434e+03,1.332837408955462706e+04,3.391369836970179676e+03,1.425780488013495051e+04,6.425643095528348567e+03,1.276753695902228355e+04,6.651837739719422643e+03,0.000000000000000000e+00,2.862205784200553808e+03,3.082432303843473164e+03
2.553537795773627749e+03,3.004117550037689398e+03,1.888126643998695727e+04,7.541919821533799222e+03,1.755293723032497383e+03,8.777259094893397560e+03,1.118928058455949213e+04,4.002811511925086961e+03,1.415652569775193842e+04,4.825971404805461134e+03,1.293273185646060665e+04,7.055041500626026391e+03,2.862205784200553808e+03,0.000000000000000000e+00,1.744913197777405912e+03
1.779591101598592559e+03,2.477453920638867658e+03,1.968660712261003209e+04,7.131171759177370404e+03,7.459214811763016542e+02,7.717260600685252030e+03,1.025335988970336439e+04,2.505105941427984817e+03,1.242342093981274229e+04,3.445004453956160887e+03,1.118785299187372038e+04,5.344207669783967503e+03,3.082432303843473164e+03,1.744913197777405912e+03,0.000000000000000000e+00
